ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
8005634,2.65E-01,1.67E-01,-1.394145,-5.680932,-0.0652498,,
8005636,9.43E-03,2.21E-03,-3.149256,-1.962477,-0.1735829,,
8005638,2.72E-05,1.52E-06,-5.146618,4.889651,-0.5702922,ALDH3A2,aldehyde dehydrogenase 3 family member A2
8005655,1.06E-02,2.56E-03,-3.102406,-2.09368,-0.2177229,,
8005657,1.80E-04,1.59E-05,-4.559387,2.650628,-0.4723264,,
8005659,3.30E-01,2.23E-01,-1.22817,-5.893139,-0.048252,LOC100131943,uncharacterized LOC100131943
8005661,7.40E-06,2.95E-07,5.536973,6.458694,0.3996187,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1
8005679,6.10E-01,5.01E-01,-0.675163,-6.410557,-0.0849167,CCDC144CP///CCDC144NL///CCDC144B///CCDC144A,"coiled-coil domain containing 144C, pseudogene///coiled-coil domain containing 144 family, N-terminal like///coiled-coil domain containing 144B (pseudogene)///coiled-coil domain containing 144A"
8005683,2.66E-02,8.35E-03,-2.696627,-3.162122,-0.0991531,,
8005685,3.07E-01,2.02E-01,-1.285609,-5.822628,-0.0685202,,
8005687,8.09E-01,7.33E-01,-0.342346,-6.578317,-0.02794,FAM106CP///FAM106A,"family with sequence similarity 106 member C, pseudogene///family with sequence similarity 106 member A"
8005689,2.30E-02,6.89E-03,2.765108,-2.990563,0.2168278,USP32P2///USP32P1,ubiquitin specific peptidase 32 pseudogene 2///ubiquitin specific peptidase 32 pseudogene 1
8005695,1.63E-01,8.80E-02,1.72435,-5.182867,0.1036816,MEIS3///MEIS3P1,Meis homeobox 3///Meis homeobox 3 pseudogene 1
8005697,8.73E-02,3.92E-02,-2.092717,-4.511669,-0.0853231,,
8005699,2.19E-03,3.52E-04,-3.713848,-0.262333,-0.1790842,DHRS7B,dehydrogenase/reductase 7B
8005707,2.18E-01,1.29E-01,1.533784,-5.482509,0.1304651,MAP2K3,mitogen-activated protein kinase kinase 3
8005726,4.61E-01,3.45E-01,-0.948657,-6.191508,-0.0612191,KCNJ18///KCNJ12,potassium voltage-gated channel subfamily J member 18///potassium voltage-gated channel subfamily J member 12
8005733,6.93E-01,5.96E-01,-0.532677,-6.495734,-0.0459333,NCOR1P1///NCOR1,nuclear receptor corepressor 1 pseudogene 1///nuclear receptor corepressor 1
8005736,2.92E-01,1.90E-01,-1.321687,-5.776751,-0.0895962,UBBP4,ubiquitin B pseudogene 4
8005739,8.95E-01,8.49E-01,-0.191553,-6.618293,-0.0118236,FAM27E5,family with sequence similarity E5
8005743,3.11E-01,2.06E-01,1.274845,-5.836079,0.053116,FLJ36000,uncharacterized FLJ36000
8005745,1.80E-02,5.06E-03,-2.872944,-2.713104,-0.0900998,,
8005747,6.90E-03,1.49E-03,-3.276891,-1.597117,-0.1847498,,
8005749,6.17E-03,1.29E-03,-3.320623,-1.469305,-0.1271676,,
8005751,5.34E-04,6.10E-05,-4.205101,1.381248,-0.2266404,,
8005753,3.21E-02,1.06E-02,-2.608282,-3.37803,-0.1500576,,
8005755,4.21E-03,7.95E-04,-3.471045,-1.019692,-0.1291593,,
8005757,2.17E-01,1.28E-01,-1.535005,-5.480694,-0.0345889,,
8005759,6.70E-02,2.77E-02,-2.237912,-4.214769,-0.0585182,,
8005761,3.35E-02,1.13E-02,-2.587212,-3.428613,-0.0604851,,
8005763,1.79E-01,9.96E-02,-1.663913,-5.281469,-0.0420218,,
8005765,1.30E-01,6.59E-02,1.861491,-4.946964,0.1546867,WSB1,WD repeat and SOCS box containing 1
8005777,1.14E-01,5.55E-02,-1.939815,-4.804748,-0.0942287,TBC1D3P5,TBC1 domain family member 3 pseudogene 5
8005785,5.70E-05,3.80E-06,-4.921996,4.014769,-0.6573362,KSR1,kinase suppressor of ras 1
8005809,5.31E-02,2.04E-02,2.359662,-3.952125,0.1928671,LGALS9,galectin 9
8005814,3.07E-05,1.77E-06,-5.10918,4.742343,-0.339926,NLK,nemo like kinase
8005829,1.37E-07,2.07E-09,-6.656663,11.235344,-0.7000764,,
8005833,4.74E-02,1.77E-02,-2.416478,-3.825356,-0.1485618,PYY2,"peptide YY, 2 (pseudogene)"
8005836,6.63E-01,5.59E-01,-0.585812,-6.466302,-0.0243976,PPY2P,"pancreatic polypeptide 2, pseudogene"
8005839,2.50E-03,4.15E-04,-3.665332,-0.416704,-0.9778462,TMEM97,transmembrane protein 97
8005847,5.18E-01,4.02E-01,-0.841265,-6.286187,-0.0620284,TNFAIP1,TNF alpha induced protein 1
8005857,2.58E-02,7.99E-03,2.712312,-3.123149,0.1122353,TMEM199///TMEM199,transmembrane protein 199///transmembrane protein 199
8005865,1.13E-02,2.78E-03,-3.074652,-2.17066,-0.13213,SARM1,sterile alpha and TIR motif containing 1
8005877,9.90E-02,4.60E-02,-2.022688,-4.648417,-0.0837253,RPS7,ribosomal protein S7
8005879,2.15E-01,1.26E-01,-1.543664,-5.467789,-0.1778589,SLC13A2,solute carrier family 13 member 2
8005894,8.18E-02,3.60E-02,-2.128998,-4.439163,-0.1109267,FOXN1,forkhead box N1
8005903,4.66E-01,3.50E-01,0.939212,-6.200282,0.0438538,SUPT6H,"SPT6 homolog, histone chaperone"
8005943,9.98E-01,9.97E-01,0.003785,-6.636518,0.0001969,RPL23A,ribosomal protein L23a
8005951,7.38E-02,3.13E-02,2.186615,-4.321708,0.1902529,SNORD42B///CEP164,"small nucleolar RNA, C/D box 42B///centrosomal protein 164"
8005953,9.25E-01,8.90E-01,0.13886,-6.626943,0.0080342,SNORD4A,"small nucleolar RNA, C/D box 4A"
8005955,1.34E-01,6.81E-02,1.846622,-4.973352,0.0964827,SNORD42A,"small nucleolar RNA, C/D box 42A"
8005957,4.31E-04,4.70E-05,4.2752,1.627107,0.3418424,SNORD4B,"small nucleolar RNA, C/D box 4B"
8005959,1.12E-01,5.44E-02,-1.948754,-4.788173,-0.088302,NEK8,NIMA related kinase 8
8005978,1.97E-05,1.01E-06,5.245411,5.281138,0.2883807,TRAF4,TNF receptor associated factor 4
8005992,1.01E-01,4.70E-02,-2.013816,-4.665439,-0.0508002,,
8005994,3.81E-03,6.97E-04,3.510789,-0.898356,0.1767784,ERAL1,Era like 12S mitochondrial rRNA chaperone 1
8006005,1.61E-02,4.40E-03,-2.920921,-2.586824,-0.1728076,PIPOX,pipecolic acid and sarcosine oxidase
8006019,5.94E-03,1.23E-03,-3.335951,-1.424195,-0.1682876,CRYBA1,crystallin beta A1
8006028,3.07E-02,1.00E-02,-2.629396,-3.326988,-0.1483542,,
8006030,4.29E-03,8.12E-04,3.464617,-1.03922,0.2472493,TAOK1,TAO kinase 1
8006052,6.65E-02,2.74E-02,-2.241382,-4.207454,-0.1297227,TP53I13,tumor protein p53 inducible protein 13
8006063,8.51E-01,7.88E-01,-0.26906,-6.600562,-0.0122389,ANKRD13B,ankyrin repeat domain 13B
8006081,6.90E-02,2.87E-02,-2.222958,-4.246173,-0.0955416,,
8006083,1.16E-01,5.66E-02,1.930963,-4.821091,0.053628,,
8006085,2.34E-01,1.41E-01,-1.484299,-5.554888,-0.0600249,EFCAB5,EF-hand calcium binding domain 5
8006112,5.02E-01,3.86E-01,-0.871126,-6.260982,-0.0647064,NSRP1,nuclear speckle splicing regulatory protein 1
8006119,5.16E-03,1.03E-03,-3.390304,-1.262937,-0.1714271,MIR423,microRNA 423
8006121,5.33E-03,1.08E-03,-3.378071,-1.299407,-0.1539491,,
8006123,5.16E-05,3.34E-06,4.953618,4.136613,0.366708,CPD,carboxypeptidase D
8006148,4.88E-01,3.72E-01,0.896661,-6.238742,0.0517113,GOSR1,golgi SNAP receptor complex member 1
8006161,3.33E-01,2.26E-01,-1.21976,-5.903203,-0.0664931,TBC1D29,TBC1 domain family member 29
8006170,4.45E-01,3.29E-01,-0.980671,-6.161128,-0.0487544,LOC107133515///LRRC37BP1///LRRC37B,SMURF2P1-LRRC37BP1 readthrough transcribed pseudogene///leucine rich repeat containing 37B pseudogene 1///leucine rich repeat containing 37B
8006181,1.38E-02,3.59E-03,-2.990007,-2.401958,-0.2959673,,
8006183,5.27E-01,4.12E-01,-0.824846,-6.299678,-0.0429409,SUZ12P1,SUZ12 polycomb repressive complex 2 subunit pseudogene 1
8006187,6.39E-03,1.35E-03,3.307178,-1.508741,0.313638,ATAD5,"ATPase family, AAA domain containing 5"
8006214,5.90E-01,4.79E-01,0.71038,-6.386437,0.0815296,ADAP2,ArfGAP with dual PH domains 2
8006227,2.46E-01,1.51E-01,-1.448234,-5.606215,-0.0579587,,
8006229,2.51E-01,1.55E-01,1.433761,-5.626475,0.0800329,RNF135,ring finger protein 135
8006237,5.41E-03,1.10E-03,-3.371991,-1.317494,-0.2794993,LOC400590,uncharacterized LOC400590
8006239,8.98E-03,2.08E-03,3.169379,-1.905641,0.1907176,NF1,neurofibromin 1
8006296,8.81E-02,3.96E-02,2.087951,-4.521109,0.1790036,,
8006298,6.35E-01,5.28E-01,-0.633733,-6.437378,-0.0472387,RAB11FIP4,RAB11 family interacting protein 4
8006317,1.97E-03,3.09E-04,-3.751787,-0.140585,-0.1989976,,
8006319,3.80E-03,6.94E-04,-3.512047,-0.894496,-0.3476538,,
8006321,1.80E-01,1.00E-01,-1.661517,-5.285309,-0.1121571,MIR193A,microRNA 193a
8006323,2.33E-01,1.41E-01,-1.485303,-5.553442,-0.0548973,,
8006325,2.24E-02,6.68E-03,2.775947,-2.963078,0.2362329,SUZ12,SUZ12 polycomb repressive complex 2 subunit
8006336,4.02E-01,2.87E-01,1.070795,-6.070315,0.0901418,LRRC37B,leucine rich repeat containing 37B
8006345,4.22E-01,3.07E-01,-1.027204,-6.115212,-0.0721093,RHOT1,ras homolog family member T1
8006367,1.73E-01,9.49E-02,-1.687695,-5.243063,-0.0871578,RHBDL3,rhomboid like 3
8006377,4.22E-04,4.57E-05,4.282434,1.652632,0.267346,ZNF207,zinc finger protein 207
8006392,3.26E-05,1.92E-06,5.089735,4.666061,0.3035036,PSMD11,"proteasome 26S subunit, non-ATPase 11"
8006409,3.53E-01,2.43E-01,-1.175145,-5.955465,-0.0767642,CDK5R1,cyclin dependent kinase 5 regulatory subunit 1
8006415,3.18E-02,1.05E-02,-2.612493,-3.367877,-0.1847582,TMEM98,transmembrane protein 98
8006423,5.52E-03,1.13E-03,-3.363239,-1.343488,-0.230352,SPACA3,sperm acrosome associated 3
8006433,4.40E-03,8.40E-04,-3.454146,-1.070967,-0.7428633,CCL2///CCL2,C-C motif chemokine ligand 2///C-C motif chemokine ligand 2
8006440,1.39E-01,7.18E-02,-1.821718,-5.017106,-0.0740696,CCL7,C-C motif chemokine ligand 7
8006445,7.92E-01,7.12E-01,0.369888,-6.568582,0.0309058,CCL11///CCL11,C-C motif chemokine ligand 11///C-C motif chemokine ligand 11
8006453,4.08E-02,1.45E-02,-2.491661,-3.65355,-0.3985673,CCL8,C-C motif chemokine ligand 8
8006459,8.70E-04,1.11E-04,4.040442,0.814544,0.5014798,CCL13,C-C motif chemokine ligand 13
8006466,1.38E-01,7.06E-02,-1.829779,-5.003004,-0.0840918,,
8006477,5.99E-01,4.88E-01,-0.696103,-6.396361,-0.0381918,ZNF830,zinc finger protein 830
8006479,7.17E-01,6.23E-01,0.493972,-6.515424,0.0237351,LIG3,DNA ligase 3
8006502,2.12E-02,6.25E-03,-2.799591,-2.902806,-0.0793693,,
8006504,2.24E-02,6.69E-03,-2.775432,-2.964386,-0.1329182,FNDC8,fibronectin type III domain containing 8
8006509,7.47E-02,3.19E-02,-2.179854,-4.335637,-0.1021293,UNC45B,unc-45 myosin chaperone B
8006531,1.94E-04,1.75E-05,4.534596,2.559686,0.4949047,SLFN5,schlafen family member 5
8006540,1.09E-01,5.22E-02,1.967177,-4.753794,0.138704,SNORD7,"small nucleolar RNA, C/D box 7"
8006542,6.09E-06,2.32E-07,5.593663,6.691297,0.5141798,AP2B1,adaptor related protein complex 2 beta 1 subunit
8006562,5.74E-04,6.71E-05,-4.179283,1.291382,-0.3175662,RASL10B,RAS like family 10 member B
8006569,4.49E-01,3.34E-01,-0.971249,-6.170172,-0.05716,C17orf50,chromosome 17 open reading frame 50
8006573,1.65E-02,4.52E-03,2.911704,-2.611218,0.1599622,TAF15,TATA-box binding protein associated factor 15
8006590,4.11E-03,7.71E-04,-3.4803,-0.991532,-0.1173544,,
8006592,6.33E-01,5.26E-01,0.637169,-6.435217,0.0431033,,
8006594,1.20E-03,1.67E-04,3.927303,0.434224,1.1312298,CCL18,C-C motif chemokine ligand 18
8006602,3.91E-02,1.37E-02,-2.513128,-3.603654,-0.2746802,CCL4,C-C motif chemokine ligand 4
8006606,5.34E-01,4.19E-01,-0.812531,-6.309624,-0.0309573,,
8006608,8.17E-02,3.59E-02,-2.129956,-4.437234,-0.2671813,CCL4L1///CCL4L2///CCL4///CCL4L1,C-C motif chemokine ligand 4 like 1///C-C motif chemokine ligand 4 like 2///C-C motif chemokine ligand 4///C-C motif chemokine ligand 4 like 1
8006621,1.41E-01,7.28E-02,-1.815181,-5.028501,-0.3207002,CCL4L1///CCL4L2///CCL4///CCL4L1,C-C motif chemokine ligand 4 like 1///C-C motif chemokine ligand 4 like 2///C-C motif chemokine ligand 4///C-C motif chemokine ligand 4 like 1
8006627,1.15E-01,5.57E-02,1.938164,-4.807801,0.1104204,ZNHIT3,zinc finger HIT-type containing 3
8006634,1.26E-01,6.29E-02,1.883285,-4.907935,0.1383389,PIGW,phosphatidylinositol glycan anchor biosynthesis class W
8006638,1.08E-04,8.43E-06,4.722268,3.255686,0.2524344,GGNBP2,gametogenetin binding protein 2
8006655,2.80E-02,8.92E-03,-2.672609,-3.221427,-0.2254573,DHRS11,dehydrogenase/reductase 11
8006668,1.70E-01,9.27E-02,1.699138,-5.2244,0.087368,MRM1,mitochondrial rRNA methyltransferase 1
8006679,3.54E-02,1.21E-02,-2.560925,-3.491225,-0.11143,,
8006681,8.40E-02,3.72E-02,-2.114131,-4.46901,-0.10866,LHX1,LIM homeobox 1
8006690,5.80E-03,1.19E-03,3.345514,-1.39597,0.1541136,AATF,apoptosis antagonizing transcription factor
8006706,2.67E-01,1.68E-01,-1.389963,-5.686596,-0.1405533,C17orf78,chromosome 17 open reading frame 78
8006715,8.32E-01,7.63E-01,0.302678,-6.591018,0.0194729,TADA2A,transcriptional adaptor 2A
8006736,1.12E-01,5.44E-02,-1.949197,-4.787351,-0.1697509,DUSP14,dual specificity phosphatase 14
8006744,6.09E-01,4.99E-01,-0.678003,-6.408656,-0.0186751,,
8006746,3.16E-04,3.22E-05,4.376132,1.985779,0.3423131,TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F,TBC1 domain family member 3I///TBC1 domain family member 3E///TBC1 domain family member-like///TBC1 domain family member 3L///TBC1 domain family member 3K///TBC1 domain family member 3G///TBC1 domain family member 3H///TBC1 domain family member 3///TBC1 domain family member 3 pseudogene 2///TBC1 domain family member 3C///TBC1 domain family member 3B///TBC1 domain family member 3F
8006762,2.01E-01,1.16E-01,-1.588905,-5.399239,-0.1378447,MRPL45,mitochondrial ribosomal protein L45
8006768,6.76E-05,4.69E-06,-4.869556,3.813696,-0.3059716,SOCS7,suppressor of cytokine signaling 7
8006779,8.28E-03,1.88E-03,3.202902,-1.810316,0.3526347,ARHGAP23,Rho GTPase activating protein 23
8006786,9.16E-02,4.16E-02,-2.06628,-4.563791,-0.1444216,ARHGAP23,Rho GTPase activating protein 23
8006788,7.00E-01,6.03E-01,-0.522247,-6.501185,-0.0255647,MLLT6,"MLLT6, PHD finger domain containing"
8006812,3.93E-06,1.36E-07,5.717941,7.205122,0.466264,PSMB3,proteasome subunit beta 3
8006820,1.24E-07,1.77E-09,6.690602,11.385239,0.3093562,LASP1,LIM and SH3 protein 1
8006834,5.84E-01,4.72E-01,0.722357,-6.377957,0.0374582,LASP1,LIM and SH3 protein 1
8006836,2.14E-01,1.25E-01,-1.547005,-5.462789,-0.0775942,LRRC37A11P,"leucine rich repeat containing 37 member A11, pseudogene"
8006845,3.27E-02,1.09E-02,-2.598108,-3.402498,-0.1550356,RPL19,ribosomal protein L19
8006850,1.27E-03,1.79E-04,3.908412,0.371456,0.2062998,CDK12,cyclin dependent kinase 12
8006865,4.42E-02,1.61E-02,-2.451855,-3.745087,-0.2086116,PPP1R1B,protein phosphatase 1 regulatory inhibitor subunit 1B
8006877,5.32E-03,1.08E-03,3.378352,-1.298572,0.1704698,STARD3,StAR related lipid transfer domain containing 3
8006896,8.19E-01,7.47E-01,-0.323806,-6.584447,-0.0198058,TCAP,titin-cap
8006900,3.02E-01,1.98E-01,-1.297741,-5.807338,-0.060582,PNMT,phenylethanolamine N-methyltransferase
8006906,1.53E-07,2.37E-09,6.626782,11.10358,0.5420649,ERBB2,erb-b2 receptor tyrosine kinase 2
8006940,3.21E-01,2.15E-01,1.248646,-5.86836,0.1649687,GRB7,growth factor receptor bound protein 7
8006958,5.62E-01,4.49E-01,-0.761009,-6.349638,-0.0269384,ZPBP2,zona pellucida binding protein 2
8006968,9.65E-01,9.47E-01,0.066971,-6.634296,0.0031827,GSDMA,gasdermin A
8006984,2.39E-03,3.91E-04,3.682795,-0.361314,0.1839536,PSMD3,"proteasome 26S subunit, non-ATPase 3"
8006999,1.16E-01,5.69E-02,-1.928919,-4.824856,-0.1420018,CSF3,colony stimulating factor 3
8007008,2.10E-02,6.15E-03,-2.805326,-2.888122,-0.1665602,THRA,"thyroid hormone receptor, alpha"
8007023,2.47E-01,1.52E-01,1.444691,-5.611192,0.0714756,MSL1,male specific lethal 1 homolog
8007028,1.28E-01,6.46E-02,-1.87078,-4.930382,-0.0875416,CASC3,cancer susceptibility candidate 3
8007043,4.40E-04,4.82E-05,4.268708,1.604224,0.5644851,RAPGEFL1///RAPGEFL1,Rap guanine nucleotide exchange factor like 1///Rap guanine nucleotide exchange factor like 1
8007058,9.06E-01,8.65E-01,-0.170425,-6.622093,-0.008136,WIPF2,WAS/WASL interacting protein family member 2
8007069,2.85E-01,1.83E-01,-1.34226,-5.750045,-0.0731704,,
8007071,1.23E-05,5.55E-07,5.38813,5.85353,0.8060082,CDC6,cell division cycle 6
8007084,9.60E-01,9.39E-01,-0.076311,-6.633631,-0.0034689,RARA///BCOR,retinoic acid receptor alpha///BCL6 corepressor
8007100,1.52E-01,8.05E-02,-1.767555,-5.110361,-0.1755329,IGFBP4,insulin like growth factor binding protein 4
8007108,2.44E-01,1.49E-01,-1.45502,-5.59665,-0.1569202,TMEM99,transmembrane protein 99
8007112,6.62E-02,2.73E-02,-2.244081,-4.201759,-0.12808,KRTAP4-7///KRTAP4-9///KRTAP4-8///KRTAP4-11///KRTAP4-2///KRTAP4-5///KRTAP4-4///KRTAP4-12///KRTAP4-6///KRTAP4-7,keratin associated protein 4-7///keratin associated protein 4-9///keratin associated protein 4-8///keratin associated protein 4-11///keratin associated protein 4-2///keratin associated protein 4-5///keratin associated protein 4-4///keratin associated protein 4-12///keratin associated protein 4-6///keratin associated protein 4-7
8007115,9.29E-02,4.24E-02,-2.058162,-4.579674,-0.1031162,KRTAP4-7///KRTAP4-9///KRTAP4-8///KRTAP4-11///KRTAP4-5///KRTAP4-4///KRTAP4-12///KRTAP4-6///KRTAP4-7,keratin associated protein 4-7///keratin associated protein 4-9///keratin associated protein 4-8///keratin associated protein 4-11///keratin associated protein 4-5///keratin associated protein 4-4///keratin associated protein 4-12///keratin associated protein 4-6///keratin associated protein 4-7
8007118,4.79E-01,3.63E-01,-0.91464,-6.222706,-0.0532524,KRTAP9-1,keratin associated protein 9-1
8007123,1.61E-01,8.68E-02,-1.731235,-5.171424,-0.0513896,KRTAP9-6///KRTAP9-7///KRTAP9-1///KRTAP9-4///KRTAP9-8///KRTAP9-3///KRTAP9-2///KRTAP9-9,keratin associated protein 9-6///keratin associated protein 9-7///keratin associated protein 9-1///keratin associated protein 9-4///keratin associated protein 9-8///keratin associated protein 9-3///keratin associated protein 9-2///keratin associated protein 9-9
8007127,2.28E-02,6.82E-03,-2.768648,-2.981599,-0.1410933,KRTAP9-3,keratin associated protein 9-3
8007130,2.95E-02,9.55E-03,-2.647683,-3.282495,-0.180818,KRTAP9-6///KRTAP9-4///KRTAP9-8///KRTAP9-3///KRTAP9-2///KRTAP9-9,keratin associated protein 9-6///keratin associated protein 9-4///keratin associated protein 9-8///keratin associated protein 9-3///keratin associated protein 9-2///keratin associated protein 9-9
8007134,4.66E-01,3.50E-01,0.939199,-6.200294,0.0355529,KRTAP9-6///KRTAP9-7///KRTAP9-4///KRTAP9-8///KRTAP9-3///KRTAP9-2///KRTAP9-9,keratin associated protein 9-6///keratin associated protein 9-7///keratin associated protein 9-4///keratin associated protein 9-8///keratin associated protein 9-3///keratin associated protein 9-2///keratin associated protein 9-9
8007139,1.42E-01,7.39E-02,-1.808379,-5.040316,-0.0461182,,
8007141,3.14E-01,2.09E-01,-1.266678,-5.846212,-0.0522953,EIF1,eukaryotic translation initiation factor 1
8007148,9.93E-02,4.62E-02,-2.021294,-4.651096,-0.1114027,GAST,gastrin
8007152,8.00E-01,7.23E-01,-0.356094,-6.573552,-0.0273956,,
8007154,8.40E-05,6.13E-06,4.802818,3.559606,0.5383473,FKBP10,FK506 binding protein 10
8007169,5.28E-04,6.01E-05,-4.209274,1.395809,-0.1300122,KLHL10,kelch like family member 10
8007176,8.99E-01,8.54E-01,-0.184486,-6.619613,-0.0121178,TTC25,tetratricopeptide repeat domain 25
8007188,3.43E-01,2.34E-01,1.198532,-5.928304,0.0619749,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase"
8007197,6.11E-03,1.28E-03,3.324467,-1.458007,0.161202,NKIRAS2,NFKB inhibitor interacting Ras like 2
8007208,5.59E-02,2.19E-02,-2.333015,-4.010664,-0.1332027,HSPB9,heat shock protein family B (small) member 9
8007212,3.15E-01,2.09E-01,1.265155,-5.848094,0.1047753,STAT5A,signal transducer and activator of transcription 5A
8007228,8.05E-01,7.28E-01,0.34824,-6.576297,0.028482,ATP6V0A1,ATPase H+ transporting V0 subunit a1
8007250,1.91E-02,5.49E-03,-2.844971,-2.785928,-0.141642,NAGLU,N-acetyl-alpha-glucosaminidase
8007259,2.87E-02,9.20E-03,-2.661209,-3.249417,-0.1585584,,
8007263,4.33E-01,3.17E-01,-1.005384,-6.137003,-0.0543389,HSD17B1,hydroxysteroid 17-beta dehydrogenase 1
8007272,2.00E-01,1.15E-01,1.592325,-5.39398,0.091482,COASY,Coenzyme A synthase
8007290,7.67E-02,3.30E-02,2.164558,-4.367005,0.1075351,MLX,"MLX, MAX dimerization protein"
8007302,3.59E-01,2.48E-01,1.161595,-5.970964,0.0853967,TUBG1,tubulin gamma 1
8007310,3.47E-03,6.19E-04,-3.546699,-0.787824,-0.2101109,,
8007312,3.46E-01,2.36E-01,-1.192012,-5.935928,-0.0887282,TUBG2,tubulin gamma 2
8007323,9.85E-01,9.77E-01,0.029193,-6.636101,0.0022873,CNTNAP1,contactin associated protein 1
8007348,2.39E-02,7.26E-03,-2.746406,-3.037777,-0.1770336,RAMP2,receptor activity modifying protein 2
8007355,2.45E-03,4.04E-04,3.673542,-0.390689,0.2254367,VPS25,vacuolar protein sorting 25 homolog
8007363,2.32E-02,6.97E-03,-2.760958,-3.001064,-0.1524249,WNK4,WNK lysine deficient protein kinase 4
8007388,8.66E-05,6.39E-06,-4.792194,3.519348,-0.3085202,CNTD1,cyclin N-terminal domain containing 1
8007397,2.16E-03,3.46E-04,3.718349,-0.247938,0.172604,PSME3,proteasome activator subunit 3
8007414,1.41E-02,3.70E-03,-2.979448,-2.430442,-0.1458718,AOC2,"amine oxidase, copper containing 2"
8007420,8.72E-01,8.16E-01,0.232866,-6.609584,0.0340176,AOC3,"amine oxidase, copper containing 3"
8007427,7.93E-02,3.45E-02,-2.146395,-4.403996,-0.1679953,AOC3,"amine oxidase, copper containing 3"
8007429,3.05E-02,9.97E-03,-2.632002,-3.320664,-0.204788,G6PC,glucose-6-phosphatase catalytic subunit
8007435,5.04E-01,3.88E-01,0.867268,-6.264287,0.03964,RUNDC1,RUN domain containing 1
8007441,8.40E-01,7.74E-01,-0.288209,-6.595263,-0.0128864,RPL27///RPL27,ribosomal protein L27///ribosomal protein L27
8007446,2.64E-03,4.42E-04,3.647003,-0.474634,0.3638762,IFI35,interferon induced protein 35
8007454,9.81E-02,4.55E-02,-2.027847,-4.638487,-0.089588,RND2,Rho family GTPase 2
8007462,6.24E-02,2.53E-02,2.275004,-4.136064,0.1317542,NBR2///NBR2,neighbor of BRCA1 gene 2 (non-protein coding)///neighbor of BRCA1 gene 2 (non-protein coding)
8007471,2.24E-04,2.11E-05,4.487068,2.386198,0.2552644,NBR1,"NBR1, autophagy cargo receptor"
8007483,5.27E-01,4.12E-01,0.824143,-6.300249,0.0431862,TMEM106A,transmembrane protein 106A
8007493,4.21E-01,3.06E-01,-1.029168,-6.113228,-0.0708727,ARL4D,ADP ribosylation factor like GTPase 4D
8007497,3.09E-01,2.04E-01,-1.278909,-5.831014,-0.0392764,,
